total_rooms,house_value
1326,98.8
1766,95.5
1576,98.1
1405,89.8
2136,95.7
1463,99.8
793,90.4
1002,94.5
763,101.8
657,110.2
180,90
2452,100
581,83.1
723,96.5
1737,95.9
1137,92.6
1950,119.3
1479,109.5
1386,89.5
1201,105.8
2119,106.2
1135,113.1
1476,111.7
1042,103.2
406,115.8
1527,105.5
1582,91.5
1367,104.1
1027,98.6
3022,186.4
1697,163.1
981,139.8
1349,138.1
1205,128
296,182.1
5813,340.4
890,271.9
2485,329.5
1666,344.4
1428,209.2
1107,263.7
1805,326.6
14556,500.001
5949,318.6
3407,351.1
2919,206.3
1775,177.1
3340,252.3
2481,247.5
2981,178.6
1727,210.7
3431,248.1
1336,205
196,218.8
1383,207.1
2290,238.2
1942,209.1
1740,270.7
1310,350
2566,318.6
1532,278.8
3503,241.4
984,166.7
1791,166.7
945,187.5
2174,167.8
1396,203.3
830,232.1
1802,185.9
2341,181.7
2306,170.5
579,187.5
715,225
326,175
58,500.001
1529,162.5
299,100
1465,96.2
1249,114.8
980,123.1
1091,136.5
1551,117.7
1269,115.8
2179,108.2
697,118.8
2451,99.6
1733,104.2
2615,103.4
1611,91.9
1865,95
1702,97.5
762,98.2
1331,90.6
1295,98.2
1086,95.7
1246,96.3
1475,95.3
1542,100
1255,94
1625,89.8
1513,94.4
1080,93.4
795,90.3
1103,99.6
1433,104.8
1102,95.4
1562,93.2
3320,104.6
1076,98.9
892,120.8
935,101.9
894,110.7
923,120.7
2230,109.6
2324,207
9071,197.5
4112,192.2
5091,117.4
2004,171.1
1162,205.6
1291,181.5
2191,163.1
1239,154.7
2188,164.7
886,164.2
873,91.7
552,185.4
2184,294
699,195.8
2489,257.6
779,230.1
2091,261.9
2180,277.6
8206,462.2
3034,498.4
2287,500.001
2010,374
1560,354.7
830,253.7
1453,255.5
1865,321.2
5036,238.7
2837,229
3018,220.2
2265,217.1
3768,204.5
1060,175
1375,208.9
1613,230.3
2037,230.6
4138,306.8
3729,412.7
3225,268.8
2327,252.3
1079,230.8
3646,225
3007,184.3
962,185
2265,157.5
1147,198.8
1175,213.3
786,152.1
1177,183.3
1657,152.5
1190,160
564,187.5
1416,208.3
1771,154.2
1714,112.5
2124,137.5
1292,275
661,112.5
350,137.5
1316,325
323,225
535,275
1784,118.1
1280,125
395,175
561,187.5
2004,127.3
921,114.1
990,126.8
1672,129.2
1193,116.1
1869,107.4
780,95.8
1748,103.8
1258,106.9
2099,101.5
656,101.8
1407,97.1
932,100
504,100
1696,99.2
1722,92.5
2062,97
1966,101.5
1546,96.8
1462,90.1
977,86.4
1040,90.9
1156,94.9
935,101.3
1529,97.9
1261,88.8
1579,98.5
2078,96.9
1314,89.8
973,94.9
2073,88.4
1467,92.7
1465,88.8
1818,106.8
1178,93.3
1786,101.1
3018,124.1
2238,110.6
1969,138.1
1685,167
2587,168.6
1097,196.6
6303,208.6
2152,200.5
1357,200.3
943,191.1
1593,166.9
1596,173.5
1642,201.9
865,165.3
1607,190.7
1446,177.7
4698,215.9
1417,172
2218,182.3
1535,174
2109,158.7
3354,167.3
2272,150.6
3430,163.6
1079,213
2045,197.6
2559,162.1
2542,263.6
3390,316.9
2602,358
2195,365.6
2243,446.8
2332,331.2
1393,257.4
2036,397.5
1803,360.5
4453,495.6
2843,217.3
1767,210.9
805,200
2728,324
2273,196.5
3828,219.2
790,175
2465,203.1
997,200
1630,169.1
3162,213.5
1072,207.1
1777,190
7522,177.5
3247,216.7
1924,265.9
936,187.5
1261,225
2472,162.5
2518,175
1787,400
1273,275
1788,158.9
1525,162.5
1306,275
1521,162.5
1155,153.4
1582,200
1193,180
460,162.5
943,151.6
1933,147.5
1407,225
281,38.8
1098,156.3
2601,122.9
441,162.5
2305,132
1514,96.1
1650,114.1
2636,124
713,103.6
1534,119.2
3335,118.8
1283,101.9
2174,95
2577,98.3
1211,99.3
1454,104
1971,103
865,93
1720,92.3
1240,97.5
1306,92.2
883,121.4
2180,90.1
1819,97.3
2305,100
2771,99
2017,107
1068,102.6
1604,96.7
1206,101.3
1175,98.4
1812,99.1
2074,102.1
1983,91.4
835,86.2
2044,94.8
456,81.3
1631,100
1201,105.6
117,90.6
529,90.6
269,90.6
847,94.1
1472,110
1274,90.4
742,105.4
1761,175.9
620,159.6
2758,179.7
489,180.8
880,175.7
3615,217.7
4586,205.1
2755,212.4
1471,165.5
1989,168
1212,160.1
2233,169.1
2442,208.3
393,187.5
1853,248.1
1751,200
855,350
2137,227.2
2602,234.5
2842,287.5
6893,218.4
503,375
3177,191.1
5568,161.5
1988,175
3120,320.4
3852,255.4
2238,208.3
413,189.8
1257,238
1262,241.9
2850,500.001
1448,436.4
2681,264.3
2774,500.001
3696,266.7
1711,265.5
631,162.5
2196,254.2
1272,261.6
1583,225
336,262.5
2624,198.4
2716,187.5
2240,172.5
1562,112.5
649,316.7
3056,300
380,137.5
479,210
1864,212.5
2302,253.1
4021,112.5
492,300
3013,290.6
1554,141.7
1759,350
3894,70
2456,187.5
2040,233.3
2818,229.2
3585,250
1353,123.7
1941,143
659,132.5
432,125
700,128.1
1680,136.4
1501,135.2
3544,258.3
3313,168.8
2001,118.8
1641,141.3
2238,125
814,123.2
885,143.8
751,137.5
1385,142.5
2579,109.6
1319,128.6
1753,105.8
2608,114.8
1902,112.9
979,108.9
1124,93.1
1118,110
2261,97.2
2833,100
1582,108.3
1162,100
3139,134.2
2660,107.3
1340,111.4
1717,113.2
3508,100
2808,102.3
1701,93.2
721,89.7
2839,109.8
2407,108.6
1089,107.7
2701,123.8
2021,129.9
896,128.1
1815,111.2
1935,120.2
1799,145.2
1374,155.5
2503,162.8
1501,177.5
1273,162
2355,218.2
2307,232.8
2082,184.1
4946,237
1700,238.7
1391,222.2
2617,218
3626,237.9
2274,162.9
4383,218.8
7023,218.2
9944,329.4
1867,154.2
3708,165.4
1438,306.7
1382,238.3
2074,225.8
1503,195.3
1854,225
3161,231.7
2492,242.3
2651,254.3
2469,257.5
1568,225
1933,332.8
1644,464.3
3135,300
3480,94.5
1065,185.9
1643,200.6
1300,176.7
2962,343.5
1502,332.4
3615,280.9
5492,172.1
7174,251.9
350,200
48,162.5
4041,222.4
1353,205
1875,243.6
3213,256.8
3136,391.9
1954,500.001
1590,500.001
2067,250
5305,283.3
2284,203.3
7517,340
3926,262.5
3058,218.8
2332,230.4
2202,226.7
3245,253.3
2345,205.6
1276,205.6
2501,247.5
1562,225
2880,258.3
5677,237.5
2657,281.7
1489,230.6
5221,300
2107,282.3
3759,175
1366,150
2437,270
2512,322.2
3960,475
1782,75
1386,157.7
1612,115.6
1476,214.3
993,121.9
1723,161.1
1453,187.5
1757,180
1470,150
1090,152.8
2092,175
2241,147.9
1653,162.5
1695,150
2781,187.5
2386,108
3184,137.5
1933,119.3
4217,122.3
1147,111.7
1743,116
1718,128
1686,116.4
1420,116.1
1296,111.6
2637,96.5
2212,101.1
1701,91.4
1458,98.2
1534,94.5
2010,95.8
1597,93.3
2270,119.4
1521,99.8
2112,117.4
2802,136.3
1843,120
2057,100.8
1182,94
1774,96.9
3504,114.9
2434,128
2196,124.3
1300,99.2
2228,169.4
2053,154.7
1842,155.1
2617,208.8
3267,224.1
2421,181.4
2455,173.6
2132,218.1
2756,207.8
3227,242.1
1348,195.3
1221,253.6
3144,214.7
2016,230.2
1511,251.3
123,200
1241,232.4
1428,239.6
2716,226.3
2693,240.2
1499,213.6
2080,184.4
2659,175.9
1115,146.2
2790,268.3
2782,203.3
2793,235.3
1068,157.5
3569,224.2
2572,304.1
3821,346.2
9659,290.5
1958,273.4
967,265.6
2356,416.1
2223,270.8
1065,270.5
3075,260.5
2582,276.4
2790,361.5
2647,253.4
2510,267.8
2563,80.6
2327,92.3
3258,219.9
1446,215.6
2264,189.6
1882,217.1
1797,187.3
7714,446.2
1692,349.6
724,361.7
4713,287.9
3112,181.3
2910,219.4
3188,218.3
2347,349.3
2144,315
2822,498.7
3895,500.001
1875,433.3
4984,350
2288,250
399,67.5
1951,218.2
773,193.8
2065,211.1
3165,240.6
720,100
2549,350.9
2275,287.5
1390,254.5
1514,251.1
1609,227.1
1443,220
2362,305.6
5062,166.7
3264,500.001
2124,328.9
2470,325
1848,410
2827,360
3110,412.5
1336,500.001
1559,380
443,350
1864,190.6
2007,229.2
1809,500
1277,234.6
2338,170.3
2691,208.3
2038,214.6
1902,132.2
1315,138.4
2173,135.5
2041,156.6
2438,150
1832,98.4
1173,111.4
1976,112.1
1555,105.8
2255,115.2
1046,116.9
1703,127.1
1793,123.7
1463,109.4
2544,121
2073,117.1
2709,122.5
1630,120
1542,129.1
1551,116.4
857,108
1525,126.6
1489,104.8
1703,100
1975,112.2
1837,96.5
1607,96.6
1985,106.6
222,111.7
1629,142.6
1595,124.2
1541,136.1
2066,125.8
2523,127.4
2005,140.3
1586,140.4
1686,136.3
2149,131.8
2118,121
2490,149.6
1558,133.5
1823,131
1854,126.7
1353,131.7
1917,175
1550,153.8
1323,145.8
1834,150.3
1282,127.9
1580,158
1307,146.4
961,181.1
1415,177.9
1400,198.4
2407,194.7
1576,171.3
2278,220.6
2147,260.7
2421,242.3
1490,237.5
2243,325.2
1819,270.7
3559,216.7
696,225
2929,273
2198,323.7
3462,279.9
2345,361.7
1773,336
3942,362.6
4464,277.9
2795,308.9
1601,250
2290,254.7
4573,383.8
4486,414.7
2715,357.3
2338,396.4
2464,350
5042,351.2
1665,351.9
1642,321.5
1725,368.5
2265,409.8
1297,401.9
1398,264.9
3690,222.7
759,328.9
1978,294.4
2209,341.2
589,222.7
1519,272.5
1335,352.1
192,118.8
1594,212.1
2589,247.1
3448,258.8
1868,279.3
1995,250
1074,366.7
2345,278.3
4574,500.001
1856,500.001
3410,393.5
2462,434.4
5135,435.7
786,206.3
1615,193.8
1655,221.9
622,200
2193,137.5
1759,450
2473,162.5
1478,225
563,250
1871,212.5
210,175
1164,380.4
1137,330.3
2038,358.1
2980,500.001
2156,500.001
2740,404.5
983,500.001
955,500.001
2808,436.8
3239,337
1389,327.3
3343,250
3292,291.5
1989,151.1
1008,176.8
1766,168.8
1294,165
1845,127.8
1734,121.5
1082,223.2
3189,114
2206,227.8
2511,127.1
2010,133.4
1655,194.3
1949,189.7
1648,114.2
3104,128
1745,123.4
4032,165.8
2189,120.9
1407,114.2
1260,115.2
2028,98.7
1257,108.9
1993,119.8
1412,118.6
949,114.7
1528,101
1611,103.3
1448,108.6
1298,104.3
1590,164.9
1885,171.3
1453,191
1297,166.5
2131,169.8
2023,175.6
3819,183.5
2740,168.8
1487,186.2
1722,189
1153,192
1281,152.8
940,181.3
881,184.5
1068,180.5
1729,180.5
1664,216.4
1741,210.3
1520,212.1
3189,188
1928,210.1
1300,220.6
2675,242
1402,269
1818,282.1
1803,280.3
2380,283.8
3763,271.9
3485,291.7
3146,234.8
1486,376.1
2399,318.9
3792,310
2587,382.1
2508,379.5
2142,346.2
2113,357
4317,286.4
3254,285.8
2924,279.9
2381,315.1
6638,271.1
627,500.001
1080,500.001
2996,500.001
6097,500.001
1099,500.001
1675,450
996,450
2127,300
2966,72.5
3034,230.2
6434,293.3
3190,402.9
2322,284.6
1325,289
7179,206.5
2115,222
1505,217
1969,231.3
2122,231.4
1552,235.5
2584,245.1
1934,251.8
2705,247.9
2381,247.8
1359,234.6
1321,331.8
493,17.5
1894,500.001
3495,438.3
1116,237.5
2732,333.3
732,250
2004,220
654,200
561,165
1777,500.001
2989,442.9
2248,500.001
1841,500.001
2405,257.8
1707,171.3
1574,226.3
2545,420
1806,161.5
2312,125
2840,137.5
2314,183.9
2043,181.1
1320,193
2182,181.3
825,133.3
873,151.6
1582,149.6
1918,126.5
2224,122.5
3112,118.5
1830,156.4
2084,198.2
1686,189.2
6513,189.8
3757,137.5
694,156
4916,152.3
1831,148.4
969,185.4
10731,192.7
1224,181.8
6603,163.9
1816,230.8
1880,226.9
1271,283.3
1856,270
724,265.6
2219,267.1
743,278.1
914,255.4
854,259.6
1364,314.1
13038,286.4
5591,417.8
6191,446.7
2168,311.9
2359,414.7
2939,79
7353,130
1776,314.9
1834,302.2
2860,262.9
814,223.1
1721,231.2
1029,219.9
1524,192.4
1393,229.9
3566,232
1328,226.9
1133,249.5
3033,232.5
1718,247
1396,244.5
1717,254.5
6082,246.9
3068,497.4
1586,450
2375,500.001
5485,500.001
3193,500.001
2223,232.1
1996,325
1731,321.6
2665,204.7
1442,200
2756,500.001
1721,500.001
1430,500.001
1421,500.001
3457,346.7
3175,225
2066,450
1621,500.001
2089,500.001
2069,396
1482,327.3
1314,500.001
1311,432.8
2530,321.6
2194,259.4
2009,213.5
2099,167.1
975,140.6
2010,134.6
1681,171.4
2064,127.1
1466,123.2
2345,139.7
1295,130.2
1426,118.8
1927,125
1172,130.3
1614,181
2067,156.9
1527,187.8
2318,266.7
1359,312.5
2863,313.3
2465,296.8
3183,314.9
2225,140.4
2009,170.5
1172,183
1107,179.4
1217,140.3
2649,137.7
2126,149
1298,136.6
2108,137.8
2230,188.2
1923,194.1
3107,147.5
1638,167.7
1528,153.9
1213,159.9
4294,143.7
1254,155.7
1047,193.8
1475,199.6
3937,185.7
3724,202.1
9975,192.3
542,227.3
1342,236.6
1158,242.7
2395,224.6
2392,245.9
2274,244.5
725,233.3
3122,298.4
1069,255.9
4605,266.6
2948,286.5
2223,279.4
1936,285.9
1561,309.7
1407,331.9
1818,350.9
1730,327.7
2194,318.9
4177,446.8
716,350
11016,500.001
5586,500.001
3490,333.3
102,191.7
3214,248.2
604,205.4
2795,354.4
1560,154.3
9259,228.7
1073,172.6
1470,181.4
903,209.1
1840,230.4
858,225
1604,216
1305,267.9
1390,293.8
2267,250
1680,500.001
2245,500.001
1610,385.9
3977,364.5
5477,237.5
7432,225
4109,250
2930,372.2
1800,280.6
2210,315.8
2705,266.7
2234,236.1
1989,288.9
2877,175
2088,342
1801,479
1003,395.7
2497,500.001
2315,500.001
1651,350
7803,287.5
3312,500.001
3446,500.001
2837,250
1368,440.9
3551,400
1354,385
2815,234.1
2149,290.8
1104,151.6
1839,138
1579,179.2
1617,169.4
1956,150.7
865,110.9
2122,123.3
2043,125.4
1438,138.1
427,134.7
5218,118.8
3358,87.5
3776,332.1
3246,353.2
3402,270.4
1879,492.5
2183,180.1
1764,222.1
2512,207.6
3081,170.8
1884,152.8
1495,143.5
1548,323.8
3832,143.4
1864,159.4
2773,164.3
2714,157.5
1779,159.8
2661,137.5
4770,147.7
1028,144.6
1794,142.2
2225,150.4
1451,149.1
1050,146.9
617,162.5
2040,170.6
2746,192.8
3156,191.9
2260,223.3
2055,235.4
1660,269.7
2583,265
2461,244
2108,241.4
2159,264.5
1884,272.8
1949,231.3
1056,230
981,232.4
1547,225
3309,237
1127,220.3
2887,207.9
1740,233.9
1769,232.7
822,225.8
1583,238.2
1567,233.9
1459,237.5
1420,261.3
2823,279.6
2075,281.5
2139,271.3
1248,348.2
1770,354.2
13133,354.7
1102,342
7591,328.9
6224,500.001
8272,500.001
3677,378
2485,183.2
1512,160.3
1676,209.5
2921,176.4
2233,194.9
1471,188.7
1109,200
1268,229.1
2295,194.1
1939,199.5
2850,274.3
2304,417.9
2455,325
3659,366.1
6871,495.6
3902,500.001
3946,500.001
1295,405.1
1096,500.001
2963,500.001
2158,355.3
1616,313.6
1390,200
2832,312.5
3463,243.8
2353,283.3
1111,383.3
2373,225
1902,175
2195,397.9
3110,367.1
1740,411.1
1821,355.2
2810,355
3518,338.1
1835,243.6
1825,322.6
1424,295.2
2283,252
1879,254.7
1372,202.1
995,242
1769,139.4
1767,157
3239,125.8
1690,133.5
2365,120.7
1400,120
1083,143.8
1819,125.9
3745,195.8
1356,189.7
3140,350.4
2005,268.9
2657,287.1
3702,313.7
1559,259.4
813,218.8
2861,160.9
4651,142.5
1284,195.8
2146,177.3
1849,170
1802,146.9
3431,129.2
2532,177.5
1139,163.9
1116,170.8
3231,177.2
1390,156.8
2169,148.5
939,152.3
520,202.5
1132,170
4445,204.5
1231,226.8
3695,229.3
2807,233.8
1949,225.6
2048,222.5
2064,243.1
1935,230
1355,205
1166,230.4
3380,214
756,329.2
1719,228
760,227.6
1362,336.2
2408,236.8
2518,295.8
1313,260.8
1375,230.7
2845,267.4
2114,290
2512,293
1082,281.9
1768,295.9
1249,330.7
681,332.6
2126,297.4
1865,305.9
1390,334.4
1577,343
11016,361.3
1660,353.6
2828,350.2
1378,343.4
1784,339
1083,339.5
2211,356.8
9042,378.8
2629,500.001
5166,500.001
443,71.3
17339,225.2
1283,229.2
1444,164.6
1787,151.5
2127,174.1
2080,176.6
1392,176.4
2272,175.7
1438,170.4
2890,185.1
1140,178.4
1608,190.2
2949,177.3
1829,198.9
854,325
600,184.4
1713,191.8
3327,185.4
1431,221.4
6526,250
2450,262.5
4150,232.4
2606,225
4604,263.1
4382,197.9
1883,396.4
4670,367.7
4287,500.001
2821,500.001
5518,500.001
4408,300
1349,383.3
3180,500.001
6348,225
2697,500.001
630,400
4247,341.7
1466,393.6
1234,423.7
4376,312.5
3008,300
2203,486.9
2195,486.4
1084,474.3
2519,405.6
2703,287.5
2309,453.4
843,446
2402,500.001
1608,500.001
2346,444.3
1266,275
2369,296.1
2457,345.3
1197,278.5
888,202.8
1465,289.4
1809,143
542,333.3
1350,140.9
1425,188.4
213,196.4
1236,122.2
1944,193.2
2263,246.8
3228,397
4018,439.1
303,331.8
1833,287.8
6699,285.7
6672,179.8
3616,153.1
138,175
924,262.5
1067,181.7
2265,149.4
1130,246.3
199,245.8
938,218.3
928,242.7
1073,245.6
1075,238.9
1869,227.8
1651,294.8
332,256.3
2696,356.8
1325,324
1688,334.2
2620,340.7
966,342.6
1829,359.9
757,304.2
2516,338.6
2907,294
2685,324
2415,341.2
3662,410
5622,395.3
1751,339
3245,379
1207,353.4
2794,387.8
2463,352.7
2416,366.9
2815,381.2
2031,458.3
1283,500.001
5057,482.2
1596,500.001
6339,500.001
1622,183
1176,177.7
715,169.5
1363,171.2
1468,170.6
1981,179.1
993,187.5
4138,181.7
1308,181.5
1434,176.3
977,177.4
901,186.4
2079,190.8
4834,165.3
1983,200
1588,238.5
2609,309.4
2358,320.6
2197,319.4
2933,365.9
1253,386.7
2601,416.7
3798,500.001
8264,281.3
1226,450
4524,335.3
4625,485
2799,500.001
3653,500.001
4814,375
1311,500.001
1509,500.001
4345,310
2522,362.5
2558,500
2053,417.9
1241,334.1
1004,351
2352,287.5
767,340.4
2614,271.6
2237,207.7
2846,254.2
1913,266.4
912,185.7
2101,222.1
2098,268.6
1893,140.6
9528,304.1
11308,228.3
1859,294.5
2395,299
3259,400
1821,187.5
1489,456.1
2501,442.1
1830,453.7
1313,359.4
3039,345.5
1993,337.6
2287,316.9
2387,337.9
4151,292.9
2791,321.9
2787,352.7
1778,329.3
3533,384.6
4430,378.1
5775,379.8
3070,432.7
2152,427.2
2270,384.8
1318,416.7
1822,500.001
1889,488.5
2400,500.001
1018,500.001
2349,483.6
1975,410.3
4421,500.001
10445,500.001
11353,500.001
8277,500.001
3295,105.8
4694,166.2
712,165.2
1790,186.8
1869,178.5
2807,172.4
2012,181.3
2594,177.2
2000,192
3794,204.2
1875,162.5
477,223.8
1957,240.2
1696,222.4
2790,283.6
6429,265.2
3345,241.5
1582,414.3
1388,444.7
4084,256.3
2696,373.5
917,425
3110,394.4
4624,500.001
5076,309.2
730,500.001
2347,425
4312,362.5
3759,500.001
1244,430.8
833,375
3143,500.001
1213,500.001
3299,500.001
2975,500.001
1621,474.1
3105,500.001
1467,500.001
2814,460
1492,340.4
1230,308.3
2089,500.001
1873,461.3
101,237.5
1366,230.9
1722,232.5
1450,55
1577,314.5
2521,322.9
2447,279.4
4424,355.1
1101,340.6
1565,485.7
1465,339.1
612,314.9
1097,361.4
2700,345.9
993,357.2
1361,340.7
80,247.2
4314,500.001
826,438.1
1851,422.7
2532,460.4
1267,470
1973,472.7
2496,474.3
1448,500.001
2395,394.6
3303,340.4
2361,392.4
3619,368.4
2386,400.7
4373,366.2
1610,349
2075,500.001
1008,487.5
1193,500.001
2465,116.1
4122,151.6
4443,500.001
6573,154.9
4379,154.3
1872,134.2
2552,179.5
1404,190
1643,172.7
1220,186.3
972,181.3
2453,191.5
2392,226.4
4859,211.9
934,181.3
2180,191.3
1631,261.8
3724,312.7
3588,286
6347,221.5
4443,269.2
1176,364.7
1354,384.7
2638,364.7
2515,374.5
2394,380.4
3881,369.1
1695,399.3
417,360.7
8262,500.001
5578,500.001
3979,500.001
2686,500.001
3815,500.001
2170,500.001
2501,500.001
1871,500.001
3652,500.001
3781,500.001
1028,500.001
2113,500.001
4473,500.001
2079,500.001
1831,500.001
1101,319.4
6152,275
515,184.4
7297,300
1427,351.6
1494,356.3
2122,344.3
1534,336
1816,329.4
1280,328.1
1225,326.7
714,432.1
2526,456.6
2825,377.2
1089,434.8
1364,456.3
913,411.2
1877,363.6
2416,330.7
2217,376.1
2828,363.8
1453,345.8
2868,477.1
2674,492.2
2334,481.5
2127,500.001
2926,500.001
1516,472.7
3022,500.001
1543,500.001
1753,500.001
1060,500.001
2093,500.001
1679,479.5
2398,500.001
3145,469.8
2237,500.001
5152,380.8
2085,430
5005,500.001
4787,500.001
5907,96.9
6572,203.4
3187,187.4
1008,147.6
1591,145.8
2574,146.7
858,137.9
870,136.1
1146,153.8
280,137.5
3447,157.1
490,175.9
1026,179.2
2830,210.5
2734,217.2
1106,190.7
1993,224.6
1840,237.9
2785,276.1
2008,262.2
3277,366.1
3060,465.8
577,275
1628,424
4032,425.9
3891,364.7
3562,500.001
2979,500.001
4994,500.001
2665,500.001
9728,500.001
2113,500.001
1907,500.001
601,500.001
1730,500.001
4376,327.3
3711,366.7
4374,463.6
1728,310
1430,307
2224,315.5
4702,225
5825,320
2010,333.5
2000,302.5
3306,285.3
2503,500.001
1426,331
684,272
3550,271.2
1307,276.3
2298,363.5
1464,365.9
1629,387.2
1802,356
412,266.7
2038,289.6
3328,363.9
2514,339.7
1437,358
2590,358
1436,275
2340,337.5
2311,472.1
2040,500.001
4166,500.001
1194,500.001
2959,500.001
702,500.001
1428,500.001
2492,500.001
540,500.001
1471,500.001
7554,500.001
311,500.001
2281,54.4
3302,180.4
3027,156
3334,180.3
1489,160.3
822,133.3
1999,144.3
1271,150
1024,147.5
674,147.8
1209,134.3
973,143.3
1430,145.2
1181,183.8
1507,177.2
2049,163.7
1550,189
2478,186.7
3004,198.6
1807,233
2893,237.4
161,187.5
3201,231.7
3148,221.5
2622,222.5
3353,269.7
3285,230.8
1013,382.4
2887,335.5
1323,202.2
3760,225.6
2235,359.7
54,375
4664,367.9
2769,386.1
277,341.7
680,371.4
1861,355.9
1880,372.3
3990,500.001
3830,500.001
2413,500.001
1399,500.001
1881,500.001
533,500.001
2933,500.001
4888,500.001
2921,500.001
1358,500.001
1975,500.001
1508,409.8
1262,427.3
904,344.2
629,374.3
2995,450
3292,348.8
3244,340.8
1700,305
1594,335.4
2731,420.1
1300,394
1996,344.2
1807,329.8
1930,458.6
3771,287.5
740,248.9
1724,263.8
1701,284.6
475,450
1462,365.2
1282,365.9
4393,356.1
2988,341.4
4603,382.2
1621,346
3521,361.3
1394,500.001
1576,500.001
1929,500.001
1584,435
2093,500.001
17591,500.001
2460,141.5
21113,194.6
3600,218.3
5891,235.6
2657,157.4
2443,146
271,164.6
1181,167
1769,153.5
1704,155.5
1237,154.6
1384,142.6
862,154.2
1130,156.8
1246,140.9
921,151.9
1447,143.1
2433,159.3
1488,171.4
1379,183.8
1488,182.5
1416,178.7
1737,173.7
2049,181.5
1225,176.5
1372,187.3
2300,233.7
2867,226.5
3667,175.5
3386,290.1
4090,140.5
3440,245.5
2717,267.5
3830,210
2052,271.1
777,500.001
1982,336.9
2922,341.8
2180,353.1
3202,292.9
2050,343.4
1134,333.9
2622,379.7
2459,353.6
1293,467.6
1856,360.6
6270,295.8
2900,447.4
1693,500.001
4400,500.001
10806,500.001
778,500.001
3251,500.001
3203,500.001
1463,500.001
2982,500.001
4600,500.001
3184,500.001
1693,500.001
3832,477.3
4251,500.001
1782,485.1
2725,427.5
1740,373.6
1733,340.8
1706,372.7
1528,500.001
2172,500.001
1527,446.6
2526,500.001
3133,412.5
1340,314.3
2148,324
6128,310.9
1899,320
2483,302.9
2558,301.3
2243,324
8324,351.7
70,500.001
1104,422
14891,283.2
1536,500.001
847,500.001
358,500.001
6206,420.2
2112,500.001
3166,96
1170,80
1899,67.9
1514,359
6235,211.6
3182,160.1
2606,193.8
1260,122.9
1632,160.1
843,151.7
11,162.5
1156,137.1
944,144.1
527,138.8
777,139.6
1701,142.4
325,174.3
1102,165.1
1077,153.9
1121,173.7
2344,178.2
1730,183.1
1582,168.6
1030,183.8
1529,178.2
1191,178.8
1665,185.1
5756,221.2
2698,234.9
1717,225.6
2934,232.5
1516,243.6
3487,215.5
972,215
2127,286.1
1546,154.2
2685,279.4
3080,328.5
1335,301.7
5474,382.5
4420,359.1
3129,500.001
1973,500.001
3535,500.001
730,350
5102,500.001
3910,500.001
520,500.001
4833,500.001
3970,500.001
5943,305
4780,500.001
5368,316.7
2670,347.8
18,350
1164,350.9
975,331
1193,357.6
1039,343.8
3278,465.7
1592,386
2242,500.001
1408,400
2061,420
1309,418.8
1798,355.8
1462,362.2
1562,324.3
1287,321.3
5822,243.1
1432,303.9
2799,500.001
2020,500.001
3994,500.001
2141,500.001
2199,107.8
3135,139.7
2304,75.8
5396,69.7
13406,187.9
1739,182.5
1532,173.1
4085,160.2
2676,152.1
762,154.2
1527,152
2602,149.8
1579,195.9
1194,185.8
1724,195.6
1637,209.6
2094,212.3
3299,205.9
9053,136.5
5738,157.6
2609,185.7
3442,183
2331,195.6
3666,202.1
2729,230.8
2479,181.3
1810,228.8
2516,158.3
3100,261.3
2152,277.3
2544,314.8
7828,318.3
4982,272.6
3876,478.4
1091,332.6
1741,490.8
6675,500.001
1500,500.001
4284,350
204,500.001
3367,500
4099,275
3771,277.5
3319,283.3
3330,393.8
727,300
1240,318.1
1657,336.3
1230,493.4
2956,421.9
1361,354.3
1328,440.1
2424,405.8
1923,326.7
1606,345.8
1909,334.7
1829,339
1010,363.2
1132,343.1
3125,325
1919,420.8
2723,500.001
4803,500.001
3109,94.9
4084,85.5
2988,169.5
25957,195.3
5777,194.1
2920,218.2
2424,158.5
3668,183.3
1663,217.6
1576,179.7
1394,217.1
2202,224.2
2217,208.6
4609,169.4
9902,145.4
6338,154.6
1500,168.2
2288,170.7
2057,184.4
2081,186.9
4855,205.6
2926,202.7
1491,256.3
5992,233.5
1791,251.4
2582,174.2
6707,273.7
1495,265.4
2795,280.4
4590,334.9
3247,500.001
2511,500.001
1302,500.001
5448,500.001
6902,410
4077,337.5
3639,387.5
2621,348.1
2768,360
2142,325
3522,337.5
2729,420.8
1244,325
1965,327.3
2571,473
3803,456.2
2329,233.3
1640,500.001
513,343.1
888,372
941,325.8
614,235.7
4098,345.6
388,326.7
1392,346.9
1158,334.7
885,303.8
1828,360.6
1214,500.001
2388,466.7
2217,500.001
2461,500.001
1658,500.001
9430,500.001
3065,500.001
4754,81.2
2248,68.5
3223,183
913,238.5
2664,325.2
4256,190
1150,220.6
1549,222.9
1444,192.4
1898,218.4
1300,199.2
8350,160
2512,220
4590,281.7
3939,229.1
1104,225
3879,292.9
3823,392.5
6306,457.3
804,500.001
2873,500.001
3646,500.001
3030,500.001
1271,500.001
6577,500.001
4401,500.001
2689,500.001
5215,500.001
2909,350
5041,268.8
3024,347.9
2642,340.5
3287,290.6
2136,444.4
2163,297.5
3057,332.5
2175,470.8
2017,480.1
1160,461.1
752,418.2
2704,462.9
1782,413
1271,340.5
2586,305.8
1259,384.4
1523,412.5
1568,414.3
1146,285
2155,267.5
1875,321.4
1312,300
1438,500.001
